movie_id,titleType,originalTitle,isAdult,genres
tt3833480,movie,The Outpost,0,"Action,Drama,History"
tt10612922,movie,One Night in Miami...,0,Drama
tt4986098,movie,The Titan,0,"Drama,Mystery,Romance"
tt8983202,movie,Kabir Singh,0,"Action,Drama,Romance"
tt5935704,movie,Padmaavat,0,"Drama,History,Romance"
tt8361028,movie,Cam,0,"Drama,Horror,Mystery"
tt8850222,movie,Bando,0,"Action,Horror,Thriller"
tt4357394,movie,Tau,0,"Sci-Fi,Thriller"
tt2076298,movie,Yip Man 4,0,"Action,Biography,Drama"
tt9606374,movie,On the Rocks,0,"Comedy,Drama,Romance"
tt7721800,movie,Bharat,0,"Action,Comedy,Drama"
tt8633462,movie,"Quo vadis, Aida?",0,"Drama,History,War"
